p	effect	size
0.09302144456057539	0.98	50
0.8848694295751556	0.98	50
0.04070768613514753	0.98	50
0.2130314356377918	0.98	50
0.27112575251096327	0.98	50
0.014209120174933667	0.98	50
0.10078550584479933	0.98	50
0.6570058426589978	0.98	50
0.19918182418856162	0.98	50
0.713749864458366	0.98	50
0.9538126133980462	0.98	50
0.5115520280573369	0.98	50
0.05352564041774041	0.98	50
0.5887946203160308	0.98	50
0.6156882784636442	0.98	50
0.18281009566987738	0.98	50
0.0018207723608295414	0.98	50
0.9691988460743741	0.98	50
0.07893541504115426	0.98	50
0.07730362134524187	0.98	50
0.33438061799846136	0.98	50
0.24670351460932238	0.98	50
0.15588969709765266	0.98	50
0.2882989493743761	0.98	50
0.11120708901662908	0.98	50
0.37448608161773816	0.98	50
0.25871496338109706	0.98	50
0.07104916141184585	0.98	50
0.10905740414384246	0.98	50
0.37970045043418704	0.98	50
0.06521575868854101	0.98	50
0.5430836448275458	0.98	50
0.004967958060845135	0.98	50
0.014594842085646896	0.98	50
0.0036650650423073004	0.98	50
0.0523421466123497	0.98	50
0.2275631734407377	0.98	50
0.30165031586426316	0.98	50
0.4690682518168938	0.98	50
0.20258092941351638	0.98	50
0.018989006494249852	0.98	50
0.11560669217617667	0.98	50
0.46316257951376605	0.98	50
0.08574489850430196	0.98	50
0.004403403356953364	0.98	50
0.057210922341203604	0.98	50
0.35407465575527786	0.98	50
0.37448608161773816	0.98	50
0.33923666464046465	0.98	50
0.713749864458366	0.98	50
0.10485671313102704	0.98	50
0.047824774434949965	0.98	50
0.36931622464764846	0.98	50
0.054731397831866375	0.98	50
0.09684126144708755	0.98	50
0.713749864458366	0.98	50
0.051180613573694966	0.98	50
0.45729858381324795	0.98	50
0.6021737871802046	0.98	50
0.04674808814507538	0.98	50
0.20950554185822137	0.98	50
0.08399954091996348	0.98	50
0.2839384093519745	0.98	50
0.002212709759970385	0.98	50
0.4230030619129966	0.98	50
0.07257250745307099	0.98	50
0.8018255165128876	0.98	50
0.0010661540283039414	0.98	50
0.7943712781742429	0.98	50
0.713749864458366	0.98	50
0.27112575251096327	0.98	50
0.011751972623740878	0.98	50
0.11339008185388254	0.98	50
0.006484405807727765	0.98	50
0.016665153052341435	0.98	50
0.11785722795737388	0.98	50
0.170448046529308	0.98	50
0.35407465575527786	0.98	50
0.4690682518168938	0.98	50
0.01999508126172726	0.98	50
0.01241234993198858	0.98	50
0.786935771101394	0.98	50
0.7943712781742429	0.98	50
0.7721235216141921	0.98	50
0.9922979176054624	0.98	50
0.33923666464046465	0.98	50
0.047824774434949965	0.98	50
0.017108864218806658	0.98	50
0.2971548584453098	0.98	50
0.35407465575527786	0.98	50
0.629334375634266	0.98	50
0.32480367384326986	0.98	50
0.07893541504115426	0.98	50
0.2839384093519745	0.98	50
0.05352564041774041	0.98	50
0.021047373160078073	0.98	50
0.02985659055494441	0.98	50
0.2669442834760749	0.98	50
0.10905740414384246	0.98	50
6.789181154886132e-4	0.98	50
0.25066313977323296	0.98	50
0.1069407162776283	0.98	50
0.2546669176637165	0.98	50
0.9461255883660367	0.98	50
0.44569660642491576	0.98	50
0.23130399956258887	0.98	50
0.13968860172564837	0.98	50
0.4750153427207917	0.98	50
0.2971548584453098	0.98	50
0.0027668781051085616	0.98	50
0.15588969709765266	0.98	50
0.9307672881116184	0.98	50
0.0020742084660506344	0.98	50
0.4750153427207917	0.98	50
0.017108864218806658	0.98	50
0.12481544226448382	0.98	50
0.6500418172027819	0.98	50
0.01850277659336727	0.98	50
0.07730362134524187	0.98	50
1	0.98	50
0.3902622871043598	0.98	50
0.0018813147065058647	0.98	50
0.44569660642491576	0.98	50
0.9154347266212022	0.98	50
0.786935771101394	0.98	50
0.3902622871043598	0.98	50
0.8772529937158152	0.98	50
0.3641909771725496	0.98	50
0.8318167262471776	0.98	50
0.0017050250555130208	0.98	50
0.5303557077753188	0.98	50
0.5367006994993049	0.98	50
0.20258092941351638	0.98	50
0.8242941030122477	0.98	50
0.018027477439628622	0.98	50
0.2202113226066333	0.98	50
0.23891622760192224	0.98	50
0.33923666464046465	0.98	50
0.5624564434423713	0.98	50
0.03884721354041419	0.98	50
0.1320899008672497	0.98	50
0.3902622871043598	0.98	50
0.5624564434423713	0.98	50
0.3849592242766176	0.98	50
0.6993995433003242	0.98	50
0.8092978369633542	0.98	50
0.3902622871043598	0.98	50
0.19918182418856162	0.98	50
0.1320899008672497	0.98	50
0.786935771101394	0.98	50
0.05848530243298832	0.98	50
0.0638208215232896	0.98	50
0.7647480512552821	0.98	50
0.051180613573694966	0.98	50
5.687438873120045e-5	0.98	50
0.8924965189494958	0.98	50
0.09879767144364482	0.98	50
0.10905740414384246	0.98	50
0.9230974354523004	0.98	50
0.32480367384326986	0.98	50
0.18600198276773772	0.98	50
0.2546669176637165	0.98	50
0.5495041724605588	0.98	50
0.031343746376358714	0.98	50
0.1476193435755697	0.98	50
0.13458638473949358	0.98	50
0.5303557077753188	0.98	50
0.5177810239934189	0.98	50
0.7795196393306987	0.98	50
0.262807385002883	0.98	50
0.020515343982745956	0.98	50
0.43426419246345743	0.98	50
0.8469076137561781	0.98	50
0.3902622871043598	0.98	50
0.11339008185388254	0.98	50
0.3061908208058549	0.98	50
0.10280508119509738	0.98	50
0.13711918870536768	0.98	50
7.032708806757482e-4	0.98	50
0.5755543588128955	0.98	50
0.02159138421223347	0.98	50
0.0020079819937399677	0.98	50
0.6089143464848256	0.98	50
0.020515343982745956	0.98	50
0.04166589793241663	0.98	50
0.047824774434949965	0.98	50
0.4690682518168938	0.98	50
0.15588969709765266	0.98	50
1	0.98	50
0.019486372174182417	0.98	50
0.6851558007537824	0.98	50
0.30165031586426316	0.98	50
0.002359639956916373	0.98	50
0.3902622871043598	0.98	50
0.9230974354523004	0.98	50
7.812860188243923e-4	0.98	50
0.15872322287760818	0.98	50
0.10280508119509738	0.98	50
0.5303557077753188	0.98	50
0.6021737871802046	0.98	50
0.20602210329057916	0.98	50
0.8924965189494958	0.98	50
0.010524011772696368	0.98	50
0.006115356314039969	0.98	50
0.09684126144708755	0.98	50
0.09879767144364482	0.98	50
0.14229491006591793	0.98	50
0.054731397831866375	0.98	50
0.005433475536137627	0.98	50
0.5495041724605588	0.98	50
0.4931024037429112	0.98	50
0.14493839717713894	0.98	50
0.7795196393306987	0.98	50
0.27112575251096327	0.98	50
0.9384435759105285	0.98	50
0.5954670611307022	0.98	50
5.891361680051344e-4	0.98	50
0.4992123980734634	0.98	50
0.262807385002883	0.98	50
0.33438061799846136	0.98	50
0.4931024037429112	0.98	50
0.25871496338109706	0.98	50
0.41191478228305617	0.98	50
0.1069407162776283	0.98	50
0.4750153427207917	0.98	50
0.3061908208058549	0.98	50
0.07104916141184585	0.98	50
0.002359639956916373	0.98	50
0.1765484404670192	0.98	50
0.10485671313102704	0.98	50
0.34908373173011176	0.98	50
0.6780753001003559	0.98	50
0.9922979176054624	0.98	50
0.5887946203160308	0.98	50
9.619631543114035e-4	0.98	50
0.05352564041774041	0.98	50
0.14493839717713894	0.98	50
0.7573938559469158	0.98	50
0.02575359276547663	0.98	50
0.16450697560774286	0.98	50
0.008405178476972927	0.98	50
0.636205577450967	0.98	50
0.46316257951376605	0.98	50
0.03619220159852348	0.98	50
0.27112575251096327	0.98	50
0.2971548584453098	0.98	50
0.24670351460932238	0.98	50
0.5430836448275458	0.98	50
0.9384435759105285	0.98	50
0.01999508126172726	0.98	50
0.5954670611307022	0.98	50
0.42861211522453463	0.98	50
0.17965899197885082	0.98	50
0.18281009566987738	0.98	50
0.16450697560774286	0.98	50
0.3641909771725496	0.98	50
0.08399954091996348	0.98	50
0.005433475536137627	0.98	50
0.3200828204643271	0.98	50
0.9384435759105285	0.98	50
0.4230030619129966	0.98	50
0.04166589793241663	0.98	50
0.1765484404670192	0.98	50
0.5367006994993049	0.98	50
0.006484405807727765	0.98	50
0.07730362134524187	0.98	50
0.39560951361094243	0.98	50
0.08228305466322772	0.98	50
0.020515343982745956	0.98	50
0.09115740095353596	0.98	50
0.2546669176637165	0.98	50
0.04264313657726383	0.98	50
0.004271669184029874	0.98	50
0.009953936309943052	0.98	50
0.01850277659336727	0.98	50
0.12962944555138656	0.98	50
0.3154070613725698	0.98	50
0.7427517722481456	0.98	50
0.11785722795737388	0.98	50
0.20950554185822137	0.98	50
0.005433475536137627	0.98	50
0.02159138421223347	0.98	50
0.2971548584453098	0.98	50
0.3591104277208634	0.98	50
0.2546669176637165	0.98	50
0.7573938559469158	0.98	50
0.2546669176637165	0.98	50
0.37970045043418704	0.98	50
0.0523421466123497	0.98	50
0.13711918870536768	0.98	50
0.5559619018881657	0.98	50
0.07257250745307099	0.98	50
0.06955213065466105	0.98	50
0.01850277659336727	0.98	50
0.12720472479615466	0.98	50
0.021047373160078073	0.98	50
0.1069407162776283	0.98	50
0.8242941030122477	0.98	50
0.3641909771725496	0.98	50
0.015807948250998124	0.98	50
0.44569660642491576	0.98	50
0.2130314356377918	0.98	50
0.262807385002883	0.98	50
0.3061908208058549	0.98	50
0.0014446317623721722	0.98	50
0.028430505239845773	0.98	50
0.15588969709765266	0.98	50
0.13458638473949358	0.98	50
0.13711918870536768	0.98	50
0.27535187847648496	0.98	50
0.2669442834760749	0.98	50
0.12720472479615466	0.98	50
0.31077639734955714	0.98	50
0.37448608161773816	0.98	50
0.16159556226248878	0.98	50
0.629334375634266	0.98	50
0.9615039375273672	0.98	50
0.30165031586426316	0.98	50
0.24670351460932238	0.98	50
0.44569660642491576	0.98	50
0.2971548584453098	0.98	50
0.04892222630707309	0.98	50
0.9922979176054624	0.98	50
0.10905740414384246	0.98	50
0.5954670611307022	0.98	50
0.006297448116367317	0.98	50
0.37448608161773816	0.98	50
0.46316257951376605	0.98	50
0.5115520280573369	0.98	50
0.3849592242766176	0.98	50
0.3902622871043598	0.98	50
0.08059511944852124	0.98	50
0.012754702048332492	0.98	50
0.03211086088532306	0.98	50
0.16450697560774286	0.98	50
0.2130314356377918	0.98	50
0.6156882784636442	0.98	50
1	0.98	50
0.011751972623740878	0.98	50
5.891361680051344e-4	0.98	50
0.3902622871043598	0.98	50
0.5755543588128955	0.98	50
0.10485671313102704	0.98	50
0.7573938559469158	0.98	50
0.12962944555138656	0.98	50
0.24278792015796494	0.98	50
0.35407465575527786	0.98	50
0.005765331909247744	0.98	50
0.671023113948987	0.98	50
0.786935771101394	0.98	50
0.8924965189494958	0.98	50
0.42861211522453463	0.98	50
0.8772529937158152	0.98	50
0.05004074002460719	0.98	50
0.035342283783223016	0.98	50
0.06955213065466105	0.98	50
0.08059511944852124	0.98	50
0.014989765750559717	0.98	50
0.921875	1	10
0.76953125	1	10
0.275390625	1	10
0.921875	1	10
0.845703125	1	10
0.232421875	1	10
0.921875	1	10
0.431640625	1	10
0.76953125	1	10
0.275390625	1	10
1	1	10
0.76953125	1	10
0.625	1	10
0.009765625	1	10
0.375	1	10
0.322265625	1	10
0.6953125	1	10
0.556640625	1	10
0.921875	1	10
0.4921875	1	10
0.4921875	1	10
0.431640625	1	10
0.10546875	1	10
0.232421875	1	10
0.275390625	1	10
0.322265625	1	10
0.193359375	1	10
0.232421875	1	10
0.921875	1	10
0.16015625	1	10
0.6953125	1	10
1	1	10
0.431640625	1	10
0.064453125	1	10
0.76953125	1	10
0.375	1	10
0.921875	1	10
0.625	1	10
0.76953125	1	10
0.921875	1	10
0.431640625	1	10
0.76953125	1	10
0.625	1	10
0.625	1	10
0.16015625	1	10
1	1	10
0.322265625	1	10
0.275390625	1	10
0.037109375	1	10
0.4921875	1	10
0.375	1	10
0.10546875	1	10
0.76953125	1	10
0.4921875	1	10
0.083984375	1	10
0.322265625	1	10
0.625	1	10
0.322265625	1	10
0.921875	1	10
0.921875	1	10
0.275390625	1	10
0.275390625	1	10
1	1	10
0.6953125	1	10
0.232421875	1	10
1	1	10
0.232421875	1	10
0.921875	1	10
0.037109375	1	10
0.16015625	1	10
0.556640625	1	10
0.921875	1	10
0.4921875	1	10
0.083984375	1	10
0.275390625	1	10
0.375	1	10
0.845703125	1	10
0.625	1	10
0.130859375	1	10
0.375	1	10
0.845703125	1	10
1	1	10
0.130859375	1	10
0.921875	1	10
0.16015625	1	10
0.76953125	1	10
0.048828125	1	10
0.4921875	1	10
0.845703125	1	10
1	1	10
0.625	1	10
0.083984375	1	10
0.375	1	10
0.16015625	1	10
0.275390625	1	10
0.130859375	1	10
0.76953125	1	10
0.76953125	1	10
0.232421875	1	10
0.275390625	1	10
0.625	1	10
0.625	1	10
0.76953125	1	10
0.921875	1	10
0.921875	1	10
0.431640625	1	10
0.10546875	1	10
0.431640625	1	10
0.76953125	1	10
0.6953125	1	10
0.625	1	10
0.322265625	1	10
0.375	1	10
0.10546875	1	10
0.10546875	1	10
0.625	1	10
0.4921875	1	10
0.16015625	1	10
0.048828125	1	10
0.232421875	1	10
0.76953125	1	10
0.845703125	1	10
1	1	10
0.275390625	1	10
0.232421875	1	10
0.16015625	1	10
0.6953125	1	10
0.130859375	1	10
0.01953125	1	10
0.921875	1	10
0.76953125	1	10
0.431640625	1	10
0.845703125	1	10
0.232421875	1	10
0.6953125	1	10
0.625	1	10
0.556640625	1	10
0.16015625	1	10
0.037109375	1	10
0.556640625	1	10
0.232421875	1	10
0.064453125	1	10
0.6953125	1	10
0.10546875	1	10
0.556640625	1	10
0.6953125	1	10
1	1	10
0.431640625	1	10
0.01953125	1	10
1	1	10
0.275390625	1	10
0.275390625	1	10
0.375	1	10
0.76953125	1	10
0.556640625	1	10
0.6953125	1	10
0.845703125	1	10
0.431640625	1	10
0.921875	1	10
0.4921875	1	10
0.16015625	1	10
0.16015625	1	10
0.76953125	1	10
0.76953125	1	10
1	1	10
0.431640625	1	10
0.921875	1	10
0.6953125	1	10
0.6953125	1	10
0.921875	1	10
0.013671875	1	10
0.76953125	1	10
0.431640625	1	10
0.232421875	1	10
0.625	1	10
0.322265625	1	10
0.6953125	1	10
0.845703125	1	10
0.625	1	10
0.556640625	1	10
0.625	1	10
0.4921875	1	10
0.625	1	10
0.625	1	10
0.76953125	1	10
0.556640625	1	10
0.16015625	1	10
0.556640625	1	10
0.375	1	10
0.625	1	10
0.556640625	1	10
0.232421875	1	10
0.845703125	1	10
0.10546875	1	10
0.322265625	1	10
0.275390625	1	10
0.845703125	1	10
0.556640625	1	10
1	1	10
0.232421875	1	10
0.009765625	1	10
0.322265625	1	10
0.556640625	1	10
0.76953125	1	10
0.76953125	1	10
0.275390625	1	10
0.232421875	1	10
0.556640625	1	10
0.4921875	1	10
0.4921875	1	10
0.322265625	1	10
0.845703125	1	10
1	1	10
0.556640625	1	10
0.16015625	1	10
0.037109375	1	10
0.6953125	1	10
0.625	1	10
0.01953125	1	10
0.375	1	10
0.845703125	1	10
0.76953125	1	10
0.431640625	1	10
0.76953125	1	10
0.76953125	1	10
0.845703125	1	10
0.845703125	1	10
0.6953125	1	10
0.76953125	1	10
0.322265625	1	10
0.845703125	1	10
0.556640625	1	10
0.431640625	1	10
0.193359375	1	10
0.556640625	1	10
0.083984375	1	10
0.76953125	1	10
0.921875	1	10
0.625	1	10
0.048828125	1	10
0.76953125	1	10
0.921875	1	10
1	1	10
0.556640625	1	10
0.130859375	1	10
0.048828125	1	10
0.76953125	1	10
0.4921875	1	10
0.625	1	10
0.6953125	1	10
0.76953125	1	10
0.845703125	1	10
0.845703125	1	10
0.4921875	1	10
0.275390625	1	10
0.556640625	1	10
0.16015625	1	10
0.845703125	1	10
0.6953125	1	10
0.064453125	1	10
0.16015625	1	10
0.845703125	1	10
0.232421875	1	10
0.431640625	1	10
0.048828125	1	10
0.009765625	1	10
0.232421875	1	10
0.232421875	1	10
0.275390625	1	10
0.6953125	1	10
0.4921875	1	10
0.232421875	1	10
0.625	1	10
0.921875	1	10
0.556640625	1	10
0.6953125	1	10
0.275390625	1	10
0.01953125	1	10
0.76953125	1	10
0.4921875	1	10
0.625	1	10
0.76953125	1	10
1	1	10
0.01953125	1	10
0.625	1	10
0.6953125	1	10
0.845703125	1	10
0.76953125	1	10
0.322265625	1	10
0.083984375	1	10
0.6953125	1	10
0.130859375	1	10
0.625	1	10
0.556640625	1	10
0.16015625	1	10
0.625	1	10
0.375	1	10
0.921875	1	10
0.556640625	1	10
0.083984375	1	10
0.625	1	10
0.625	1	10
0.556640625	1	10
0.322265625	1	10
0.10546875	1	10
0.845703125	1	10
0.375	1	10
0.048828125	1	10
0.625	1	10
0.4921875	1	10
0.193359375	1	10
0.431640625	1	10
0.375	1	10
0.76953125	1	10
0.6953125	1	10
0.375	1	10
0.76953125	1	10
0.193359375	1	10
0.322265625	1	10
0.556640625	1	10
0.921875	1	10
0.013671875	1	10
0.193359375	1	10
0.4921875	1	10
0.921875	1	10
0.4921875	1	10
0.76953125	1	10
0.6953125	1	10
0.16015625	1	10
0.232421875	1	10
0.375	1	10
0.375	1	10
0.322265625	1	10
1	1	10
0.375	1	10
0.322265625	1	10
0.6953125	1	10
0.556640625	1	10
0.4921875	1	10
0.625	1	10
0.845703125	1	10
1	1	10
0.10546875	1	10
0.322265625	1	10
0.921875	1	10
0.4921875	1	10
0.431640625	1	10
0.375	1	10
1	1	10
0.275390625	1	10
0.275390625	1	10
0.556640625	1	10
0.048828125	1	10
1	1	10
0.921875	1	10
0.4921875	1	10
0.6953125	1	10
0.322265625	1	10
0.921875	1	10
0.375	1	10
0.556640625	1	10
0.275390625	1	10
0.76953125	1	10
0.921875	1	10
0.76953125	1	10
0.16015625	1	10
0.6953125	1	10
0.845703125	1	10
0.556640625	1	10
0.556640625	1	10
0.76953125	1	10
0.193359375	1	10
0.845703125	1	10
0.845703125	1	10
0.431640625	1	10
0.921875	1	10
0.556640625	1	10
0.013671875	1	10
0.6953125	1	10
0.083984375	1	10
0.625	1	10
0.375	1	10
0.921875	1	10
0.193359375	1	10
0.322265625	1	10
0.845703125	1	10
0.193359375	1	10
0.556640625	1	10
1	1	10
1	1	10
0.556640625	1	10
0.6953125	1	10
0.275390625	1	10
0.4921875	1	10
0.130859375	1	10
0.845703125	1	10
0.322265625	1	10
0.013671875	1	10
0.375	1	10
0.625	1	10
0.232421875	1	10
0.4921875	1	10
0.921875	1	10
0.76953125	1	10
0.76953125	1	10
0.625	1	10
0.556640625	1	10
0.921875	1	10
0.556640625	1	10
0.130859375	1	10
0.845703125	1	10
0.921875	1	10
0.4921875	1	10
0.625	1	10
1	1	10
0.625	1	10
0.556640625	1	10
0.625	1	10
0.431640625	1	10
0.6953125	1	10
0.845703125	1	10
0.232421875	1	10
0.6953125	1	10
0.322265625	1	10
0.232421875	1	10
0.845703125	1	10
1	1	10
0.556640625	1	10
0.037109375	1	10
1	1	10
0.064453125	1	10
0.16015625	1	10
0.921875	1	10
0.6953125	1	10
0.10546875	1	10
0.130859375	1	10
1	1	10
0.625	1	10
0.375	1	10
0.431640625	1	10
0.322265625	1	10
0.556640625	1	10
0.375	1	10
0.625	1	10
0.625	1	10
0.232421875	1	10
0.6953125	1	10
0.845703125	1	10
0.16015625	1	10
0.625	1	10
0.275390625	1	10
0.76953125	1	10
0.625	1	10
0.16015625	1	10
0.6953125	1	10
0.193359375	1	10
0.193359375	1	10
0.4921875	1	10
0.431640625	1	10
0.16015625	1	10
0.375	1	10
0.625	1	10
0.625	1	10
0.76953125	1	10
0.76953125	1	10
0.193359375	1	10
0.375	1	10
0.4921875	1	10
0.556640625	1	10
0.556640625	1	10
0.6953125	1	10
0.921875	1	10
0.6953125	1	10
0.193359375	1	10
0.275390625	1	10
0.048828125	1	10
0.4921875	1	10
0.625	1	10
0.6953125	1	10
0.275390625	1	10
0.556640625	1	10
1	1	10
0.16015625	1	10
0.4921875	1	10
0.4921875	1	10
1	1	10
0.130859375	1	10
0.275390625	1	10
0.322265625	1	10
0.232421875	1	10
0.02734375	1	10
0.064453125	1	10
0.556640625	1	10
1	1	10
0.048828125	1	10
0.76953125	1	10
0.76953125	1	10
0.625	1	10
0.845703125	1	10
0.625	1	10
0.431640625	1	10
0.4921875	1	10
0.10546875	1	10
0.6953125	1	10
0.431640625	1	10
0.921875	1	10
0.845703125	1	10
0.6953125	1	10
0.6953125	1	10
0.556640625	1	10
0.845703125	1	10
0.921875	1	10
1	1	10
0.6953125	1	10
0.275390625	1	10
0.130859375	1	10
0.375	1	10
0.625	1	10
0.625	1	10
0.625	1	10
0.193359375	1	10
0.921875	1	10
0.76953125	1	10
0.921875	1	10
0.6953125	1	10
0.037109375	1	10
1	1	10
0.431640625	1	10
0.921875	1	10
1	1	10
0.322265625	1	10
0.6953125	1	10
0.375	1	10
0.431640625	1	10
0.625	1	10
0.431640625	1	10
0.431640625	1	10
0.76953125	1	10
0.556640625	1	10
0.845703125	1	10
0.845703125	1	10
0.375	1	10
0.76953125	1	10
1	1	10
0.322265625	1	10
0.6953125	1	10
0.556640625	1	10
0.431640625	1	10
0.921875	1	10
0.76953125	1	10
0.275390625	1	10
0.625	1	10
0.064453125	1	10
0.10546875	1	10
0.556640625	1	10
0.375	1	10
0.625	1	10
1	1	10
0.76953125	1	10
0.16015625	1	10
0.275390625	1	10
0.10546875	1	10
0.6953125	1	10
0.130859375	1	10
0.625	1	10
0.625	1	10
0.76953125	1	10
0.431640625	1	10
0.193359375	1	10
0.845703125	1	10
0.275390625	1	10
0.130859375	1	10
0.130859375	1	10
1	1	10
0.556640625	1	10
0.275390625	1	10
0.845703125	1	10
0.431640625	1	10
0.16015625	1	10
0.556640625	1	10
0.322265625	1	10
0.625	1	10
0.375	1	10
1	1	10
0.431640625	1	10
0.193359375	1	10
0.6953125	1	10
0.083984375	1	10
0.322265625	1	10
0.845703125	1	10
1	1	10
1	1	10
0.431640625	1	10
0.4921875	1	10
0.064453125	1	10
1	1	10
0.6953125	1	10
0.232421875	1	10
0.10546875	1	10
0.431640625	1	10
0.845703125	1	10
0.048828125	1	10
0.6953125	1	10
0.845703125	1	10
0.921875	1	10
0.193359375	1	10
0.6953125	1	10
0.16015625	1	10
0.4921875	1	10
0.16015625	1	10
0.322265625	1	10
0.6953125	1	10
0.02734375	1	10
0.556640625	1	10
0.845703125	1	10
0.130859375	1	10
0.193359375	1	10
0.625	1	10
0.431640625	1	10
0.064453125	1	10
0.845703125	1	10
0.6953125	1	10
0.921875	1	10
0.6953125	1	10
